EmployeeID,firstname,lastname,startdate,exitdate,DaysInService,EmployeeCategory
1422,Gianna,Lopez,2019-10-04,2020-10-18,380,MidTerm
1423,Azaria,Young,2022-06-25,,NULL,LongTerm
1424,Aydin,Bautista,2021-11-17,2022-08-03,259,ShortTerm
1425,Antoine,Schaefer,2019-08-04,,NULL,LongTerm
1426,Milagros,Cobb,2022-03-08,2022-11-12,249,ShortTerm
1427,Jean,Duffy,2019-02-22,,NULL,LongTerm
1428,Campbell,Doyle,2022-12-08,,NULL,LongTerm
1429,Deven,Vincent,2019-11-22,2022-03-12,841,MidTerm
1430,Evangeline,Downs,2023-02-13,2023-03-03,18,ShortTerm
1431,Kaley,Ali,2019-03-15,,NULL,LongTerm
1432,Madeline,Bernard,2019-07-18,,NULL,LongTerm
1433,Alijah,Singh,2021-04-09,2021-11-28,233,ShortTerm
1434,Ayla,Roberts,2018-12-30,2023-03-30,1551,LongTerm
1435,Isai,Mcfarland,2021-07-30,,NULL,LongTerm
1436,Brent,Dominguez,2022-10-28,,NULL,LongTerm
1437,Lorena,Graves,2020-10-29,,NULL,LongTerm
1438,Lucian,Mora,2023-03-17,2023-03-22,5,ShortTerm
1439,Dangelo,Gould,2022-07-20,2023-04-26,280,ShortTerm
1440,Humberto,Horn,2023-08-04,,NULL,LongTerm
1441,Miranda,Chavez,2021-11-26,2022-09-23,301,ShortTerm
1442,Makena,Mcintosh,2018-09-27,,NULL,LongTerm
1443,Armani,Crawford,2019-08-04,,NULL,LongTerm
1444,Eugene,Bird,2019-10-03,,NULL,LongTerm
1445,Connor,Larsen,2021-09-05,2022-09-29,389,MidTerm
1446,Harley,Mccullough,2020-07-21,2023-02-28,952,MidTerm
1447,Lucian,Montoya,2022-12-12,2023-06-26,196,ShortTerm
1448,Shiloh,Baird,2020-09-13,,NULL,LongTerm
1449,Tara,Alvarado,2022-11-15,,NULL,LongTerm
1450,Raina,Vaughan,2020-02-07,2022-04-20,803,MidTerm
1451,Sienna,Bullock,2022-12-31,,NULL,LongTerm
1452,Tyrese,Goodman,2019-03-26,,NULL,LongTerm
1453,Giovanni,Landry,2023-03-22,,NULL,LongTerm
1454,Javon,Moses,2022-12-23,2022-12-25,2,ShortTerm
1455,Alonso,Williams,2019-12-27,,NULL,LongTerm
1456,Kamila,Rosales,2019-06-25,2019-07-09,14,ShortTerm
1457,Jadiel,French,2018-11-23,,NULL,LongTerm
1458,Brennan,Jefferson,2021-01-17,,NULL,LongTerm
1459,Noe,Glenn,2021-09-08,,NULL,LongTerm
1460,Vaughn,Kim,2021-02-24,2022-06-18,479,MidTerm
1461,Anabel,Evans,2019-04-12,2020-09-28,535,MidTerm
1462,Elisabeth,Irwin,2023-07-13,,NULL,LongTerm
1463,Bo,Bradford,2020-10-05,,NULL,LongTerm
1464,Dustin,Beasley,2019-01-27,,NULL,LongTerm
1465,Dean,Winters,2020-12-17,2021-11-20,338,ShortTerm
1466,Chanel,Dougherty,2021-03-04,,NULL,LongTerm
1467,Phoebe,Dorsey,2023-03-30,,NULL,LongTerm
1468,Coleman,Bridges,2018-12-27,,NULL,LongTerm
1469,Juliet,Bautista,2021-09-20,,NULL,LongTerm
1470,Julia,Lawrence,2023-02-08,,NULL,LongTerm
1471,Kinley,Dean,2019-10-16,2022-01-12,819,MidTerm
1472,Karina,Mccarthy,2021-08-31,,NULL,LongTerm
1473,Ruben,Kirby,2020-09-25,,NULL,LongTerm
1474,Alexia,Hughes,2023-02-01,2023-02-03,2,ShortTerm
1475,Miles,Gill,2023-01-17,2023-05-21,124,ShortTerm
1476,Kaden,Woodard,2019-12-07,2020-09-02,270,ShortTerm
1477,Frida,Wilkins,2018-11-21,2022-01-11,1147,LongTerm
1478,Kamron,Doyle,2021-02-15,2023-07-18,883,MidTerm
1479,Blaine,Rose,2021-01-06,,NULL,LongTerm
1480,Elena,Gilmore,2019-01-18,,NULL,LongTerm
1481,Ashlynn,Moses,2023-03-15,,NULL,LongTerm
1482,Esmeralda,Galvan,2019-11-11,,NULL,LongTerm
1483,Ignacio,Wiley,2022-08-21,2023-01-20,152,ShortTerm
1484,Lorena,Mahoney,2020-05-05,,NULL,LongTerm
1485,Krystal,Atkinson,2021-03-05,2023-04-02,758,MidTerm
1486,Soren,Merritt,2019-03-07,,NULL,LongTerm
1487,Frida,Salazar,2022-05-08,2023-03-27,323,ShortTerm
1488,Annie,Peters,2020-08-21,2022-05-30,647,MidTerm
1489,Zoie,Mercado,2020-12-01,,NULL,LongTerm
1490,Joanna,Arias,2019-08-13,,NULL,LongTerm
1491,Tristian,Wilcox,2020-03-09,,NULL,LongTerm
1492,Zoey,Spence,2020-05-06,,NULL,LongTerm
1493,Bradley,Barnes,2022-08-03,,NULL,LongTerm
1494,Juliana,Schroeder,2018-10-13,2019-12-04,417,MidTerm
1495,Yasmin,Warren,2021-07-04,,NULL,LongTerm
1496,Izabella,Barron,2019-04-30,2020-05-04,370,MidTerm
1497,Victoria,Soto,2020-11-03,,NULL,LongTerm
1498,Cody,Beard,2022-08-15,2022-08-20,5,ShortTerm
1499,Abigayle,Mccann,2022-02-26,2022-10-16,232,ShortTerm
1500,Brenden,Marks,2019-05-13,,NULL,LongTerm
1501,Jaqueline,Gallagher,2021-10-24,2022-10-03,344,ShortTerm
1502,Abagail,Banks,2021-05-10,2023-04-10,700,MidTerm
1503,Nickolas,Guzman,2021-06-13,2021-06-20,7,ShortTerm
1504,Guillermo,Rose,2019-11-04,2021-07-28,632,MidTerm
1505,Moises,Brock,2020-01-29,,NULL,LongTerm
1506,Hayden,Richmond,2018-09-05,2020-09-08,734,MidTerm
1507,Evelin,Sellers,2021-07-21,,NULL,LongTerm
1508,Dereon,Hayes,2023-05-20,,NULL,LongTerm
1509,Marlee,Mathis,2022-05-16,,NULL,LongTerm
1510,Alice,House,2021-03-15,,NULL,LongTerm
1511,Jonathon,Thompson,2023-06-26,2023-07-30,34,ShortTerm
1512,Kendal,Abbott,2019-10-11,2021-04-24,561,MidTerm
1513,Holly,Taylor,2019-12-21,,NULL,LongTerm
1514,Hadassah,Blackburn,2022-07-15,,NULL,LongTerm
1515,Shaylee,Hall,2018-09-26,,NULL,LongTerm
1516,Richard,Nelson,2022-10-16,,NULL,LongTerm
1517,Leyla,Davila,2021-12-02,2022-04-25,144,ShortTerm
1518,Kolten,Calhoun,2019-03-07,2023-03-06,1460,LongTerm
1519,Camille,Livingston,2023-05-02,2023-07-26,85,ShortTerm
1520,Lilianna,Colon,2020-08-24,2023-02-26,916,MidTerm
1521,Chaim,Patrick,2020-12-08,2021-09-07,273,ShortTerm
1522,Amara,Castillo,2021-02-15,,NULL,LongTerm
1523,Joel,Eaton,2020-09-15,2023-06-24,1012,MidTerm
1524,Priscilla,Walters,2023-03-16,,NULL,LongTerm
1525,Nehemiah,Leach,2021-11-14,2022-10-07,327,ShortTerm
1526,Ashtyn,Huynh,2021-04-23,,NULL,LongTerm
1527,Tristen,Reed,2022-06-05,2022-08-26,82,ShortTerm
1528,Braedon,Chandler,2022-11-19,,NULL,LongTerm
1529,Nikolas,Hancock,2023-04-14,,NULL,LongTerm
1530,Demetrius,Sanders,2022-12-13,,NULL,LongTerm
1531,Tiana,Perry,2023-03-11,2023-04-09,29,ShortTerm
1532,Rene,Pena,2019-11-22,2020-02-18,88,ShortTerm
1533,Angelo,Fox,2021-03-13,2021-11-19,251,ShortTerm
1534,Ernesto,Madden,2022-02-27,,NULL,LongTerm
1535,Amari,Christian,2021-05-08,,NULL,LongTerm
1536,Lilly,Turner,2022-12-27,,NULL,LongTerm
1537,Rayne,Simpson,2020-08-16,,NULL,LongTerm
1538,Aaron,Tapia,2023-01-20,,NULL,LongTerm
1539,Aimee,Santana,2020-12-28,2021-10-01,277,ShortTerm
1540,Raegan,Stanton,2021-02-18,,NULL,LongTerm
1541,Johan,Sosa,2021-01-16,,NULL,LongTerm
1542,Stacy,Bonilla,2022-04-07,,NULL,LongTerm
1543,Valery,Holder,2019-07-11,2021-05-04,663,MidTerm
1544,Skye,Cochran,2020-08-09,2022-11-06,819,MidTerm
1545,Jerimiah,Mendez,2018-09-20,,NULL,LongTerm
1546,Madden,Lam,2020-01-21,2021-05-19,484,MidTerm
1547,Nicole,Stone,2022-02-17,2023-02-14,362,ShortTerm
1548,Brice,Christian,2019-06-11,,NULL,LongTerm
1549,Sage,Potter,2022-05-05,,NULL,LongTerm
1550,Kyle,Peck,2018-09-19,2020-08-12,693,MidTerm
1551,Zaniyah,Roman,2021-06-01,2023-06-19,748,MidTerm
1552,Katie,Gutierrez,2023-07-05,2023-07-11,6,ShortTerm
1553,Walker,Baird,2022-12-17,,NULL,LongTerm
1554,Zackery,Sutton,2021-07-06,2022-09-15,436,MidTerm
1555,Hazel,Ponce,2019-03-27,,NULL,LongTerm
1556,Joey,Alvarez,2023-05-08,,NULL,LongTerm
1557,Titus,Day,2018-12-12,2020-12-24,743,MidTerm
1558,Bella,Norris,2020-08-25,,NULL,LongTerm
1559,Braden,Ballard,2022-04-22,2022-08-29,129,ShortTerm
1560,Aron,Graham,2021-12-20,2022-12-02,347,ShortTerm
1561,Shamar,Cross,2021-02-12,,NULL,LongTerm
1562,Kailee,Harmon,2020-09-29,2021-10-19,385,MidTerm
1563,Alice,Kaufman,2022-09-10,2023-02-09,152,ShortTerm
1564,Cesar,House,2023-03-11,2023-06-03,84,ShortTerm
1565,Guillermo,Lynn,2022-04-28,2023-03-12,318,ShortTerm
1566,Myles,Hart,2022-03-20,2023-06-18,455,MidTerm
1567,Deborah,Kline,2022-03-04,2022-07-29,147,ShortTerm
1568,Patricia,Pruitt,2023-02-01,,NULL,LongTerm
1569,Alice,Craig,2021-02-05,,NULL,LongTerm
1570,Mariana,Copeland,2022-11-23,2023-05-26,184,ShortTerm
1571,Nick,Merritt,2021-05-24,,NULL,LongTerm
1572,Chance,Warner,2021-09-28,2022-10-09,376,MidTerm
1573,Ryann,Tapia,2021-03-17,,NULL,LongTerm
1574,Diego,Hays,2023-07-03,2023-07-19,16,ShortTerm
1575,Gabriel,Adams,2019-08-11,2021-07-10,699,MidTerm
1576,Rohan,Mcdowell,2019-11-11,2020-09-29,323,ShortTerm
1577,Sullivan,Whitehead,2020-12-15,,NULL,LongTerm
1578,Lilliana,Randolph,2021-05-06,2023-04-08,702,MidTerm
1579,Presley,Salazar,2021-07-08,,NULL,LongTerm
1580,Lilianna,Lynn,2023-04-04,,NULL,LongTerm
1581,Gerardo,Sampson,2022-08-05,2023-01-30,178,ShortTerm
1582,Miguel,Kim,2020-04-06,2021-12-08,611,MidTerm
1583,Muhammad,Mcpherson,2023-03-02,2023-03-12,10,ShortTerm
1584,Myles,Jensen,2020-04-09,,NULL,LongTerm
1585,Alessandro,Harris,2022-09-17,2023-07-10,296,ShortTerm
1586,Eugene,Reyes,2022-01-15,,NULL,LongTerm
1587,Shamar,Guzman,2022-05-23,,NULL,LongTerm
1588,Mohammed,Mcintyre,2021-07-15,,NULL,LongTerm
1589,Travis,Morgan,2020-08-28,2022-08-25,727,MidTerm
1590,Alessandro,Fuller,2021-09-09,,NULL,LongTerm
1591,Kamden,Ochoa,2023-02-10,2023-05-23,102,ShortTerm
1592,Charlee,Wiggins,2020-06-14,2023-07-18,1129,LongTerm
1593,Natalia,Hamilton,2020-12-05,,NULL,LongTerm
1594,Kierra,Boone,2022-07-16,,NULL,LongTerm
1595,Charlie,Ramirez,2023-06-09,,NULL,LongTerm
1596,Chris,Johnson,2020-03-02,2020-05-25,84,ShortTerm
1597,John,Bentley,2018-11-23,2021-09-27,1039,MidTerm
1598,Myla,Mcintyre,2019-05-27,2023-06-19,1484,LongTerm
1599,Demarcus,Ware,2022-05-18,2023-04-10,327,ShortTerm
1600,Devon,Daniels,2018-11-06,,NULL,LongTerm
1601,Odin,Heath,2022-03-29,2023-07-24,482,MidTerm
1602,Bryanna,Mahoney,2021-11-04,2022-05-10,187,ShortTerm
1603,Ashlynn,Thompson,2023-04-27,,NULL,LongTerm
1604,Ansley,Duke,2020-03-08,,NULL,LongTerm
1605,Izaiah,Quinn,2019-04-27,2020-10-08,530,MidTerm
1606,Hillary,Clements,2019-05-11,,NULL,LongTerm
1607,Diana,Cameron,2021-03-09,,NULL,LongTerm
1608,Rhianna,Allison,2020-11-05,,NULL,LongTerm
1609,Ramon,Watson,2018-09-12,2023-02-25,1627,LongTerm
1610,Raegan,Spence,2019-11-09,2019-11-18,9,ShortTerm
1611,Jacoby,Singleton,2018-11-29,2022-07-09,1318,LongTerm
1612,Kara,Yates,2022-07-03,2023-02-22,234,ShortTerm
1613,Beau,Barron,2019-09-26,2020-08-01,310,ShortTerm
1614,Giovanna,Morton,2022-12-23,,NULL,LongTerm
1615,Braelyn,Dominguez,2023-01-19,,NULL,LongTerm
1616,Rhett,Andrews,2018-10-01,,NULL,LongTerm
1617,Terrell,Crosby,2022-02-18,,NULL,LongTerm
1618,Corbin,Roberson,2021-12-09,,NULL,LongTerm
1619,Micheal,Drake,2019-01-01,2021-09-23,996,MidTerm
1620,Evie,Mclaughlin,2020-05-27,,NULL,LongTerm
1621,Robert,Hubert,2021-09-21,2023-01-28,494,MidTerm
1622,Matthew,Westinghouse,2021-08-30,2022-03-22,204,ShortTerm
1623,Jason,Smith,2023-06-19,2023-07-31,42,ShortTerm
1624,Charlie,Wang,2023-05-12,2023-05-16,4,ShortTerm
1625,Kurt,Navathe,2022-06-05,,NULL,LongTerm
1626,Katie,Roper,2020-09-17,2021-06-08,264,ShortTerm
1627,Maggie,Rachael,2023-05-15,,NULL,LongTerm
1628,Binh,Le,2018-12-15,2019-11-14,334,ShortTerm
1629,Lucia,Peterson,2019-11-06,2023-03-22,1232,LongTerm
1630,Nola,Moss,2021-04-25,2022-10-25,548,MidTerm
1631,Chance,Braun,2023-06-17,2023-07-19,32,ShortTerm
1632,Alma,Pennington,2022-01-14,,NULL,LongTerm
1633,Miley,French,2018-10-22,2019-03-13,142,ShortTerm
1634,Kole,Levine,2021-10-17,2022-11-13,392,MidTerm
1635,Azul,Watkins,2021-10-19,2023-04-10,538,MidTerm
1636,Landen,Blanchard,2018-10-16,2018-12-17,62,ShortTerm
1637,Leroy,Norman,2020-04-26,2020-07-21,86,ShortTerm
1638,Nikhil,Pineda,2020-01-22,2022-10-26,1008,MidTerm
1639,Kadence,Simon,2022-03-30,2022-07-21,113,ShortTerm
1640,Elliot,Phillips,2021-05-29,2022-09-03,462,MidTerm
1641,Taniya,Daniels,2023-03-09,2023-05-30,82,ShortTerm
1642,Julia,Jimenez,2019-11-22,2019-12-28,36,ShortTerm
1643,Kamden,Paul,2019-04-07,2020-12-22,625,MidTerm
1644,Octavio,Hicks,2023-03-23,2023-03-28,5,ShortTerm
1645,Jaidyn,Malone,2021-02-18,2022-10-28,617,MidTerm
1646,Cora,Perez,2019-04-05,2021-05-07,763,MidTerm
1647,Isis,Ayala,2019-10-23,2022-07-09,990,MidTerm
1648,Charlee,Calhoun,2021-05-14,,NULL,LongTerm
1649,Walter,Pruitt,2019-03-19,,NULL,LongTerm
1650,Julie,Harrington,2019-05-08,2020-10-01,512,MidTerm
1651,Amara,Wood,2019-10-05,2023-05-21,1324,LongTerm
1652,Nevaeh,Ponce,2021-11-29,2022-05-31,183,ShortTerm
1653,Greta,Fields,2018-11-06,2019-12-26,415,MidTerm
1654,Zackery,Hess,2021-07-27,2021-11-23,119,ShortTerm
1655,Chloe,Gould,2023-07-18,,NULL,LongTerm
1656,Elyse,Chandler,2022-09-04,,NULL,LongTerm
1657,Isaias,Briggs,2019-05-24,,NULL,LongTerm
1658,Allison,Frank,2019-11-03,,NULL,LongTerm
1659,Joaquin,Hahn,2019-11-26,2021-03-19,479,MidTerm
1660,Drake,Nicholson,2022-08-09,2022-09-01,23,ShortTerm
1661,Kenna,Porter,2019-03-19,,NULL,LongTerm
1662,Peter,Wong,2018-11-25,,NULL,LongTerm
1663,Fatima,Pennington,2022-04-10,2023-04-03,358,ShortTerm
1664,Lainey,Ayers,2021-04-02,,NULL,LongTerm
1665,Tania,Jennings,2019-12-22,,NULL,LongTerm
1666,Kara,Ferrell,2021-08-14,,NULL,LongTerm
1667,George,Sheppard,2018-08-28,,NULL,LongTerm
1668,Taniyah,Mcmillan,2023-07-10,,NULL,LongTerm
1669,Kole,Avila,2020-09-18,,NULL,LongTerm
1670,Ernest,Munoz,2019-07-18,,NULL,LongTerm
1671,Rose,Jordan,2021-11-21,2021-12-12,21,ShortTerm
1672,Amaris,Torres,2021-03-08,,NULL,LongTerm
1673,Titus,Lowe,2019-08-21,,NULL,LongTerm
1674,Savanah,Prince,2022-04-30,2023-06-09,405,MidTerm
1675,Dawson,Pollard,2023-02-03,2023-04-16,72,ShortTerm
1676,Moises,Day,2023-05-08,,NULL,LongTerm
1677,Sadie,Sheppard,2022-07-29,,NULL,LongTerm
1678,Soren,Coleman,2020-11-18,2021-05-22,185,ShortTerm
1679,Sage,Morris,2021-05-16,2022-04-14,333,ShortTerm
1680,Lillian,Steele,2019-10-25,2020-10-16,357,ShortTerm
1681,Deanna,Meza,2023-03-05,2023-05-04,60,ShortTerm
1682,Troy,Todd,2021-06-01,,NULL,LongTerm
1683,Beckett,Shea,2022-01-22,2022-07-25,184,ShortTerm
1684,Eve,Barker,2023-07-09,2023-07-31,22,ShortTerm
1685,Lillie,Wilkerson,2018-11-11,2019-05-27,197,ShortTerm
1686,Alexis,Harrell,2021-01-05,2021-06-18,164,ShortTerm
1687,Mylee,Snow,2022-11-25,,NULL,LongTerm
1688,Elsa,Mckenzie,2020-03-30,2023-07-21,1208,LongTerm
1689,Kolby,Reed,2021-01-02,2022-09-22,628,MidTerm
1690,Kyler,Morales,2019-02-26,2019-07-26,150,ShortTerm
1691,Jasiah,Walton,2019-10-06,,NULL,LongTerm
1692,Urijah,Brandt,2020-04-19,2022-07-30,832,MidTerm
1693,Gianna,Pope,2022-12-24,,NULL,LongTerm
1694,Malia,Reynolds,2021-04-09,2021-05-29,50,ShortTerm
1695,Claire,Gordon,2018-09-04,2022-12-16,1564,LongTerm
1696,Joshua,Hall,2021-11-07,,NULL,LongTerm
1697,Mattie,Peters,2023-05-24,2023-07-21,58,ShortTerm
1698,Makai,Nolan,2021-02-15,2021-06-05,110,ShortTerm
1699,Trevon,Briggs,2021-11-03,2022-08-19,289,ShortTerm
1700,Gretchen,Weeks,2018-09-20,,NULL,LongTerm
1701,Corey,Hurst,2019-07-23,2023-01-07,1264,LongTerm
1702,Alison,Pugh,2022-05-12,,NULL,LongTerm
1703,Kadence,Sandoval,2018-10-03,,NULL,LongTerm
1704,Mckenzie,Kim,2020-11-26,,NULL,LongTerm
1705,Randall,Miller,2018-10-04,,NULL,LongTerm
1706,Lailah,Hughes,2020-12-02,2023-02-25,815,MidTerm
1707,Quentin,Calderon,2021-09-24,2023-07-20,664,MidTerm
1708,Molly,Fischer,2020-09-10,2021-05-22,254,ShortTerm
1709,Anaya,Stanton,2022-05-25,2022-11-17,176,ShortTerm
1710,Jaden,Houston,2019-02-15,2019-12-09,297,ShortTerm
1711,Lance,Bailey,2018-09-28,2023-02-01,1587,LongTerm
1712,Quintin,Hicks,2018-12-12,,NULL,LongTerm
1713,Mauricio,Meyers,2021-12-01,,NULL,LongTerm
1714,Tess,Reilly,2022-01-12,,NULL,LongTerm
1715,Reece,Callahan,2020-10-27,2022-09-28,701,MidTerm
1716,Tyrell,Fuentes,2020-11-02,2022-06-21,596,MidTerm
1717,Benjamin,Kaufman,2021-04-24,2023-02-28,675,MidTerm
1718,Ayla,Mcgrath,2020-06-29,2023-08-03,1130,LongTerm
1719,Katelyn,Stevens,2021-07-15,,NULL,LongTerm
1720,Jaiden,Christian,2023-06-20,,NULL,LongTerm
1721,Elliott,Odonnell,2019-09-22,2022-11-10,1145,LongTerm
1722,Ronnie,Dillon,2022-02-22,,NULL,LongTerm
1723,Gideon,Saunders,2020-07-01,2022-06-26,725,MidTerm
1724,Valerie,Davis,2021-05-13,2021-12-11,212,ShortTerm
1725,Jamarcus,Thomas,2021-05-30,,NULL,LongTerm
1726,Alden,Powers,2019-07-04,,NULL,LongTerm
1727,Haylie,Arnold,2019-05-31,2022-05-31,1096,LongTerm
1728,James,Cockel,2020-03-13,,NULL,LongTerm
1729,Donna,Brill,2020-01-06,2020-12-24,353,ShortTerm
1730,Kristen,Squatrito,2023-04-30,,NULL,LongTerm
1731,Erasumus,Monkfish,2021-07-11,2022-02-08,212,ShortTerm
1732,May,Roberson,2021-07-02,2021-12-13,164,ShortTerm
1733,Shana,Maurice,2019-10-23,2020-12-03,407,MidTerm
1734,Raul,Garcia,2019-01-19,,NULL,LongTerm
1735,Rachael,Baczenski,2021-01-08,2023-01-14,736,MidTerm
1736,Enrico,Langton,2019-01-29,2022-07-08,1256,LongTerm
1737,Colleen,Zima,2018-10-27,,NULL,LongTerm
1738,Phil,Close,2023-05-30,2023-07-05,36,ShortTerm
1739,"Hang T",Wolk,2019-07-15,2023-05-01,1386,LongTerm
1740,Lei-Ming,Nguyen,2020-03-17,2021-08-02,503,MidTerm
1741,"Denisa S",Dobrin,2022-09-16,,NULL,LongTerm
1742,Maryellen,Jackson,2021-01-04,,NULL,LongTerm
1743,David,Gordon,2018-11-30,,NULL,LongTerm
1744,Mei,Trang,2022-07-24,,NULL,LongTerm
1745,Lindsey,Langford,2022-02-05,,NULL,LongTerm
1746,Brad,Pitt,2020-04-23,2022-01-07,624,MidTerm
1747,Susan,Good,2023-06-23,2023-07-10,17,ShortTerm
1748,Ashley,Rose,2022-01-13,2022-07-05,173,ShortTerm
1749,Kaeden,Gonzales,2020-11-26,,NULL,LongTerm
1750,Alissa,Frey,2018-12-07,,NULL,LongTerm
1751,Presley,Steele,2023-04-19,,NULL,LongTerm
1752,Boston,Avila,2022-03-05,2022-04-08,34,ShortTerm
1753,Rodolfo,Michael,2019-06-20,2019-10-14,116,ShortTerm
1754,Felix,Fritz,2022-09-13,,NULL,LongTerm
1755,Amira,Mcmillan,2019-01-02,,NULL,LongTerm
1756,Annabelle,Graham,2022-06-06,,NULL,LongTerm
1757,Leia,Mccann,2020-01-09,,NULL,LongTerm
1758,Henry,Gray,2019-01-03,,NULL,LongTerm
1759,Jose,Houston,2021-01-23,2022-10-23,638,MidTerm
1760,Janessa,Mcconnell,2020-02-08,2020-05-04,86,ShortTerm
1761,Samson,Ellis,2021-10-29,2022-08-02,277,ShortTerm
1762,Lauren,Kent,2023-07-04,2023-07-12,8,ShortTerm
1763,Mckenzie,Mack,2023-04-06,,NULL,LongTerm
1764,Donavan,Chavez,2023-01-17,,NULL,LongTerm
1765,Haiden,Coffey,2019-10-17,,NULL,LongTerm
1766,Kasey,Alexander,2019-06-22,2021-05-01,679,MidTerm
1767,Kenneth,Peters,2023-02-10,2023-05-01,80,ShortTerm
1768,Lucia,Hudson,2022-10-13,2023-05-02,201,ShortTerm
1769,Rashad,Randall,2023-03-07,2023-04-27,51,ShortTerm
1770,Hayley,York,2018-09-12,,NULL,LongTerm
1771,Salma,Shepard,2020-06-27,,NULL,LongTerm
1772,Hallie,Thornton,2018-12-28,2022-01-28,1127,LongTerm
1773,Tiana,Bishop,2021-01-20,2023-03-08,777,MidTerm
1774,Regina,Garcia,2019-09-14,2023-02-06,1241,LongTerm
1775,Julie,Cochran,2018-10-06,2019-12-12,432,MidTerm
1776,Yamilet,Pierce,2021-08-03,2022-11-01,455,MidTerm
1777,Amare,Hartman,2019-07-05,2021-05-26,691,MidTerm
1778,Cannon,Lee,2019-04-25,,NULL,LongTerm
1779,Yael,Hodge,2023-07-15,,NULL,LongTerm
1780,Colton,Booker,2022-12-10,2023-02-11,63,ShortTerm
1781,Abril,Cunningham,2019-05-02,,NULL,LongTerm
1782,Braxton,House,2019-01-13,2023-07-02,1631,LongTerm
1783,Destiney,Pearson,2021-06-09,,NULL,LongTerm
1784,Trystan,Ramos,2023-08-02,2023-08-02,0,ShortTerm
1785,Miley,Gutierrez,2023-06-17,,NULL,LongTerm
1786,Tara,Hoover,2022-03-31,2022-06-14,75,ShortTerm
1787,Layla,Gutierrez,2019-04-06,2020-08-15,497,MidTerm
1788,Jakayla,Hall,2020-07-11,,NULL,LongTerm
1789,Jayson,Ferguson,2023-04-22,,NULL,LongTerm
1790,Nick,Daniels,2022-12-02,2023-04-08,127,ShortTerm
1791,Marvin,Abbott,2021-03-06,2023-04-26,781,MidTerm
1792,Sawyer,Oliver,2019-05-21,,NULL,LongTerm
1793,Linda,Barajas,2018-10-23,2022-12-02,1501,LongTerm
1794,Chance,Blackwell,2021-05-26,,NULL,LongTerm
1795,Antonio,Mccoy,2019-12-01,2020-06-08,190,ShortTerm
1796,Emmett,Mercado,2021-06-07,2022-12-13,554,MidTerm
1797,Clara,Wheeler,2020-10-13,2022-11-09,757,MidTerm
1798,Kieran,Morse,2022-10-30,,NULL,LongTerm
1799,Aliyah,Schmitt,2022-09-04,2023-05-30,268,ShortTerm
1800,Kyan,Morrison,2019-10-18,2021-04-19,549,MidTerm
1801,Rayan,Stephenson,2021-07-25,2023-01-23,547,MidTerm
1802,Gael,Jacobs,2020-03-31,,NULL,LongTerm
1803,Stephany,Neal,2019-11-11,2023-08-02,1360,LongTerm
1804,Trevon,Deleon,2021-12-05,2022-03-02,87,ShortTerm
1805,Phoenix,Pitts,2018-12-17,2022-09-03,1356,LongTerm
1806,Nola,Gillespie,2022-03-06,,NULL,LongTerm
1807,Jeramiah,Schwartz,2019-09-04,,NULL,LongTerm
1808,Aaden,Mercer,2023-07-26,,NULL,LongTerm
1809,Nathalia,Good,2022-12-19,2023-05-19,151,ShortTerm
1810,Zaria,Benton,2021-08-17,,NULL,LongTerm
1811,Miley,Ortega,2022-06-11,,NULL,LongTerm
1812,Julia,Farmer,2021-10-01,2023-06-18,625,MidTerm
1813,Valentin,Lam,2020-08-04,,NULL,LongTerm
1814,Darnell,Ritter,2022-02-11,,NULL,LongTerm
1815,Kierra,Lozano,2020-06-22,,NULL,LongTerm
1816,Jamari,Dunn,2020-08-28,,NULL,LongTerm
1817,Zoey,Page,2019-05-06,2022-04-09,1069,MidTerm
1818,Kendra,Velez,2021-07-08,,NULL,LongTerm
1819,Alison,Fuller,2022-07-02,,NULL,LongTerm
1820,Toby,Cooley,2023-05-04,,NULL,LongTerm
1821,Emilie,Hood,2022-12-19,,NULL,LongTerm
1822,Cortez,Pena,2022-03-26,,NULL,LongTerm
1823,Abbigail,Blanchard,2021-05-09,2022-11-12,552,MidTerm
1824,Abby,Curtis,2020-01-09,2022-03-10,791,MidTerm
1825,Giana,Moore,2021-05-16,2023-05-14,728,MidTerm
1826,Giada,Santos,2021-01-31,2022-06-03,488,MidTerm
1827,Jessie,Church,2021-09-19,2022-09-14,360,ShortTerm
1828,Kaylah,Ramos,2020-03-01,2022-03-26,755,MidTerm
1829,Camille,Fritz,2020-02-29,,NULL,LongTerm
1830,Deangelo,Murillo,2018-12-08,,NULL,LongTerm
1831,Emerson,Gallagher,2022-06-26,2023-06-15,354,ShortTerm
1832,April,Bentley,2019-11-03,,NULL,LongTerm
1833,Ainsley,Booth,2023-01-01,,NULL,LongTerm
1834,Dereon,Huffman,2020-07-31,2021-04-05,248,ShortTerm
1835,Colin,Cherry,2021-09-10,2022-07-19,312,ShortTerm
1836,Karla,Hines,2019-06-19,,NULL,LongTerm
1837,Colton,Decker,2021-08-16,,NULL,LongTerm
1838,Jayleen,Tran,2019-07-08,,NULL,LongTerm
1839,Aydin,Perry,2021-08-17,2022-08-31,379,MidTerm
1840,Jenna,Casey,2021-01-08,,NULL,LongTerm
1841,Remington,Bullock,2018-08-14,,NULL,LongTerm
1842,Delaney,Stewart,2021-07-30,,NULL,LongTerm
1843,Saige,Jones,2023-04-08,,NULL,LongTerm
